experience_id, description, video_path, tmp_path, experience_lexemes, notes
121,book_20020809_slide1R,./experiences/book_20020809_slide1R.avi,book_20020809_slide1R,hand slide book,4;split
122,book_20020809_slide2L,./experiences/book_20020809_slide2L.avi,book_20020809_slide2L,hand slide book,3;split
123,book_20020809_slide2R,./experiences/book_20020809_slide2R.avi,book_20020809_slide2R,hand slide book,3;split
124,book_20020809_tilt1L,./experiences/book_20020809_tilt1L.avi,book_20020809_tilt1L,hand tipover book,4;split
125,book_20020809_tilt1R,./experiences/book_20020809_tilt1R.avi,book_20020809_tilt1R,hand tipover book,4;split
126,book_20020809_tilt2L,./experiences/book_20020809_tilt2L.avi,book_20020809_tilt2L,hand tipover book,4;split
127,book_20020809_tilt2R,./experiences/book_20020809_tilt2R.avi,book_20020809_tilt2R,hand tipover book,4;split
128,book_20020809_touch1L,./experiences/book_20020809_touch1L.avi,book_20020809_touch1L,hand touch book,4;
129,book_20020809_touch1R,./experiences/book_20020809_touch1R.avi,book_20020809_touch1R,hand touch book,3;split
130,book_20020809_touch2L,./experiences/book_20020809_touch2L.avi,book_20020809_touch2L,hand touch book,4;
131,book_20020809_touch2R,./experiences/book_20020809_touch2R.avi,book_20020809_touch2R,hand touch book,2;
132,book_20020809_up1L,./experiences/book_20020809_up1L.avi,book_20020809_up1L,hand pickup book,2;
133,book_20020809_up1R,./experiences/book_20020809_up1R.avi,book_20020809_up1R,hand pickup book,2;
134,book_20020809_up2L,./experiences/book_20020809_up2L.avi,book_20020809_up2L,hand pickup book,2;
135,book_20020809_up2R,./experiences/book_20020809_up2R.avi,book_20020809_up2R,hand pickup book,2;
136,box_20020619_down1L,./experiences/box_20020619_down1L.avi,box_20020619_down1L,hand putdown box,2;
137,box_20020619_down1R,./experiences/box_20020619_down1R.avi,box_20020619_down1R,hand putdown box,3;merge
138,box_20020619_down2L,./experiences/box_20020619_down2L.avi,box_20020619_down2L,hand putdown box,4;merge
139,box_20020619_down2R,./experiences/box_20020619_down2R.avi,box_20020619_down2R,hand putdown box,3;merge
140,box_20020619_pull1L,./experiences/box_20020619_pull1L.avi,box_20020619_pull1L,hand pull box,2;
141,box_20020619_pull1R,./experiences/box_20020619_pull1R.avi,box_20020619_pull1R,hand pull box,3;drop
142,box_20020619_slide1L,./experiences/box_20020619_slide1L.avi,box_20020619_slide1L,hand slide box,2;
143,box_20020619_slide1R,./experiences/box_20020619_slide1R.avi,box_20020619_slide1R,hand slide box,3;drop
144,box_20020619_tipover1L,./experiences/box_20020619_tipover1L.avi,box_20020619_tipover1L,hand tipover box,2;
145,box_20020619_tipover1R,./experiences/box_20020619_tipover1R.avi,box_20020619_tipover1R,hand tipover box,2;
146,box_20020619_tipover2L,./experiences/box_20020619_tipover2L.avi,box_20020619_tipover2L,hand tipover box,2;
147,box_20020619_tipover2R,./experiences/box_20020619_tipover2R.avi,box_20020619_tipover2R,hand tipover box,2;
148,box_20020619_touch1L,./experiences/box_20020619_touch1L.avi,box_20020619_touch1L,hand touch box,2;
149,box_20020619_touch1R,./experiences/box_20020619_touch1R.avi,box_20020619_touch1R,hand touch box,2;
150,box_20020619_touch2L,./experiences/box_20020619_touch2L.avi,box_20020619_touch2L,hand touch box,2;
151,box_20020619_touch2R,./experiences/box_20020619_touch2R.avi,box_20020619_touch2R,hand touch box,2;
152,box_20020619_up1L,./experiences/box_20020619_up1L.avi,box_20020619_up1L,hand pickup box,2;
153,box_20020619_up1R,./experiences/box_20020619_up1R.avi,box_20020619_up1R,hand pickup box,3;drop
154,box_20020619_up2L,./experiences/box_20020619_up2L.avi,box_20020619_up2L,hand pickup box,4;merge
155,box_20020619_up3L,./experiences/box_20020619_up3L.avi,box_20020619_up3L,hand pickup box,3;merge
156,box_20020809_down1L,./experiences/box_20020809_down1L.avi,box_20020809_down1L,hand putdown box,2;
157,box_20020809_down1R,./experiences/box_20020809_down1R.avi,box_20020809_down1R,hand putdown box,2;
158,box_20020809_down2L,./experiences/box_20020809_down2L.avi,box_20020809_down2L,hand putdown box,2;
159,box_20020809_down2R,./experiences/box_20020809_down2R.avi,box_20020809_down2R,hand putdown box,2;
160,box_20020809_drop1L,./experiences/box_20020809_drop1L.avi,box_20020809_drop1L,hand drop box,2;
161,box_20020809_drop1R,./experiences/box_20020809_drop1R.avi,box_20020809_drop1R,hand drop box,4;
162,box_20020809_drop2L,./experiences/box_20020809_drop2L.avi,box_20020809_drop2L,hand drop box,2;
163,box_20020809_drop2R,./experiences/box_20020809_drop2R.avi,box_20020809_drop2R,hand drop box,2;
164,box_20020809_push1L,./experiences/box_20020809_push1L.avi,box_20020809_push1L,hand push box,2;
165,box_20020809_push1R,./experiences/box_20020809_push1R.avi,box_20020809_push1R,hand push box,2;
166,box_20020809_push2L,./experiences/box_20020809_push2L.avi,box_20020809_push2L,hand push box,4;
167,box_20020809_push2R,./experiences/box_20020809_push2R.avi,box_20020809_push2R,hand push box,2;
168,box_20020809_touch1L,./experiences/box_20020809_touch1L.avi,box_20020809_touch1L,hand touch box,2;
169,box_20020809_touch1R,./experiences/box_20020809_touch1R.avi,box_20020809_touch1R,hand touch box,2;
170,box_20020809_touch2L,./experiences/box_20020809_touch2L.avi,box_20020809_touch2L,hand touch box,2;
171,box_20020809_touch2R,./experiences/box_20020809_touch2R.avi,box_20020809_touch2R,hand touch box,2;
74,bluering_20020619_tilt1L,./experiences/bluering_20020619_tilt1L.avi,bluering_20020619_tilt1L,hand tilt ring,2;
75,bluering_20020619_tilt1R,./experiences/bluering_20020619_tilt1R.avi,bluering_20020619_tilt1R,hand tilt ring,2;
76,bluering_20020619_tilt2L,./experiences/bluering_20020619_tilt2L.avi,bluering_20020619_tilt2L,hand tilt ring,2;
77,bluering_20020619_tilt2R,./experiences/bluering_20020619_tilt2R.avi,bluering_20020619_tilt2R,hand tilt ring,2;
78,bluering_20020619_tilt3R,./experiences/bluering_20020619_tilt3R.avi,bluering_20020619_tilt3R,hand tilt ring,4;
79,bluering_20020619_tipover1L,./experiences/bluering_20020619_tipover1L.avi,bluering_20020619_tipover1L,hand tipover ring,2;
80,bluering_20020619_tipover1R,./experiences/bluering_20020619_tipover1R.avi,bluering_20020619_tipover1R,hand tipover ring,2;
81,bluering_20020619_tipover2L,./experiences/bluering_20020619_tipover2L.avi,bluering_20020619_tipover2L,hand tipover ring,2;
82,bluering_20020619_tipover2R,./experiences/bluering_20020619_tipover2R.avi,bluering_20020619_tipover2R,hand tipover ring,2;
83,bluering_20020619_touch1L,./experiences/bluering_20020619_touch1L.avi,bluering_20020619_touch1L,hand touch ring,2;
84,bluering_20020619_touch1R,./experiences/bluering_20020619_touch1R.avi,bluering_20020619_touch1R,hand touch ring,2;
85,bluering_20020619_touch2L,./experiences/bluering_20020619_touch2L.avi,bluering_20020619_touch2L,hand touch ring,2;
86,bluering_20020619_touch3L,./experiences/bluering_20020619_touch3L.avi,bluering_20020619_touch3L,hand touch ring,2;
87,bluering_20020619_up1L,./experiences/bluering_20020619_up1L.avi,bluering_20020619_up1L,hand pickup ring,4;
88,bluering_20020619_up1R,./experiences/bluering_20020619_up1R.avi,bluering_20020619_up1R,hand pickup ring,4;
89,bluering_20020619_up2L,./experiences/bluering_20020619_up2L.avi,bluering_20020619_up2L,hand pickup ring,4;
90,bluering_20020619_up3L,./experiences/bluering_20020619_up3L.avi,bluering_20020619_up3L,hand pickup ring,2;
91,bluering_20020809_down1L,./experiences/bluering_20020809_down1L.avi,bluering_20020809_down1L,hand putdown ring,4;drop
92,bluering_20020809_down1R,./experiences/bluering_20020809_down1R.avi,bluering_20020809_down1R,hand putdown ring,4;drop
93,bluering_20020809_down2L,./experiences/bluering_20020809_down2L.avi,bluering_20020809_down2L,hand putdown ring,4;drop
94,bluering_20020809_down2R,./experiences/bluering_20020809_down2R.avi,bluering_20020809_down2R,hand putdown ring,4;drop
95,bluering_20020809_drop1L,./experiences/bluering_20020809_drop1L.avi,bluering_20020809_drop1L,hand drop ring,4;drop
96,bluering_20020809_drop1R,./experiences/bluering_20020809_drop1R.avi,bluering_20020809_drop1R,hand drop ring,4;drop
97,bluering_20020809_drop2L,./experiences/bluering_20020809_drop2L.avi,bluering_20020809_drop2L,hand drop ring,4;drop
98,bluering_20020809_drop2R,./experiences/bluering_20020809_drop2R.avi,bluering_20020809_drop2R,hand drop ring,4;drop
99,bluering_20020809_roll1L,./experiences/bluering_20020809_roll1L.avi,bluering_20020809_roll1L,hand roll ring,4;
100,bluering_20020809_roll1R,./experiences/bluering_20020809_roll1R.avi,bluering_20020809_roll1R,hand roll ring,4;drop
101,bluering_20020809_roll2L,./experiences/bluering_20020809_roll2L.avi,bluering_20020809_roll2L,hand roll ring,4;
102,bluering_20020809_roll2R,./experiences/bluering_20020809_roll2R.avi,bluering_20020809_roll2R,hand roll ring,3;drop
103,bluering_20020809_rollchaseL,./experiences/bluering_20020809_rollchaseL.avi,bluering_20020809_rollchaseL,hand roll ring,2;
104,bluering_20020809_touch1L,./experiences/bluering_20020809_touch1L.avi,bluering_20020809_touch1L,hand touch ring,4;drop
105,bluering_20020809_touch1R,./experiences/bluering_20020809_touch1R.avi,bluering_20020809_touch1R,hand touch ring,3;drop
106,bluering_20020809_touch2L,./experiences/bluering_20020809_touch2L.avi,bluering_20020809_touch2L,hand touch ring,4;drop
107,bluering_20020809_touch2R,./experiences/bluering_20020809_touch2R.avi,bluering_20020809_touch2R,hand touch ring,3;drop
108,bluering_20020809_up1L,./experiences/bluering_20020809_up1L.avi,bluering_20020809_up1L,hand pickup ring,3;drop
109,bluering_20020809_up1R,./experiences/bluering_20020809_up1R.avi,bluering_20020809_up1R,hand pickup ring,3;drop
110,bluering_20020809_up2L,./experiences/bluering_20020809_up2L.avi,bluering_20020809_up2L,hand pickup ring,4;drop
111,bluering_20020809_up2R,./experiences/bluering_20020809_up2R.avi,bluering_20020809_up2R,hand pickup ring,4;drop
112,book_20020809_down1L,./experiences/book_20020809_down1L.avi,book_20020809_down1L,hand putdown book,2;
113,book_20020809_down1R,./experiences/book_20020809_down1R.avi,book_20020809_down1R,hand putdown book,2;
114,book_20020809_down2L,./experiences/book_20020809_down2L.avi,book_20020809_down2L,hand putdown book,2;
115,book_20020809_down2R,./experiences/book_20020809_down2R.avi,book_20020809_down2R,hand putdown book,2;
116,book_20020809_pull1L,./experiences/book_20020809_pull1L.avi,book_20020809_pull1L,hand pull book,3;split
117,book_20020809_pull1R,./experiences/book_20020809_pull1R.avi,book_20020809_pull1R,hand pull book,4;split
118,book_20020809_pull2L,./experiences/book_20020809_pull2L.avi,book_20020809_pull2L,hand pull book,4;split
119,book_20020809_pull2R,./experiences/book_20020809_pull2R.avi,book_20020809_pull2R,hand pull book,3;split
120,book_20020809_slide1L,./experiences/book_20020809_slide1L.avi,book_20020809_slide1L,hand slide book,3;split
25,ball_20020809_drop2L,./experiences/ball_20020809_drop2L.avi,ball_20020809_drop2L,hand drop ball,2;
26,ball_20020809_drop2R,./experiences/ball_20020809_drop2R.avi,ball_20020809_drop2R,hand drop ball,2;
27,ball_20020809_roll1L,./experiences/ball_20020809_roll1L.avi,ball_20020809_roll1L,hand roll ball,2;
28,ball_20020809_roll1R,./experiences/ball_20020809_roll1R.avi,ball_20020809_roll1R,hand roll ball,2;
29,ball_20020809_roll2L,./experiences/ball_20020809_roll2L.avi,ball_20020809_roll2L,hand roll ball,2;
30,ball_20020809_roll2R,./experiences/ball_20020809_roll2R.avi,ball_20020809_roll2R,hand roll ball,4;
31,ball_20020809_touch1L,./experiences/ball_20020809_touch1L.avi,ball_20020809_touch1L,hand touch ball,2;
32,ball_20020809_touch1R,./experiences/ball_20020809_touch1R.avi,ball_20020809_touch1R,hand touch ball,2;
33,ball_20020809_touch2L,./experiences/ball_20020809_touch2L.avi,ball_20020809_touch2L,hand touch ball,2;
34,ball_20020809_touch2R,./experiences/ball_20020809_touch2R.avi,ball_20020809_touch2R,hand touch ball,2;
35,ball_20020809_up1L,./experiences/ball_20020809_up1L.avi,ball_20020809_up1L,hand pickup ball,2;
36,ball_20020809_up1R,./experiences/ball_20020809_up1R.avi,ball_20020809_up1R,hand pickup ball,2;
37,ball_20020809_up2L,./experiences/ball_20020809_up2L.avi,ball_20020809_up2L,hand pickup ball,2;
38,ball_20020809_up2R,./experiences/ball_20020809_up2R.avi,ball_20020809_up2R,hand pickup ball,2;
39,bluebowl_20020809_down1L,./experiences/bluebowl_20020809_down1L.avi,bluebowl_20020809_down1L,hand putdown bowl,3;drop
40,bluebowl_20020809_down1R,./experiences/bluebowl_20020809_down1R.avi,bluebowl_20020809_down1R,hand putdown bowl,2;
41,bluebowl_20020809_down2R,./experiences/bluebowl_20020809_down2R.avi,bluebowl_20020809_down2R,hand putdown bowl,2;
42,bluebowl_20020809_drop1L,./experiences/bluebowl_20020809_drop1L.avi,bluebowl_20020809_drop1L,hand drop bowl,2;
43,bluebowl_20020809_drop1R,./experiences/bluebowl_20020809_drop1R.avi,bluebowl_20020809_drop1R,hand drop bowl,4;drop
44,bluebowl_20020809_drop2L,./experiences/bluebowl_20020809_drop2L.avi,bluebowl_20020809_drop2L,hand drop bowl,2;
45,bluebowl_20020809_drop2R,./experiences/bluebowl_20020809_drop2R.avi,bluebowl_20020809_drop2R,hand drop bowl,4;drop
46,bluebowl_20020809_pull1L,./experiences/bluebowl_20020809_pull1L.avi,bluebowl_20020809_pull1L,hand pull bowl,2;
47,bluebowl_20020809_pull1R,./experiences/bluebowl_20020809_pull1R.avi,bluebowl_20020809_pull1R,hand pull bowl,2;
48,bluebowl_20020809_pull2L,./experiences/bluebowl_20020809_pull2L.avi,bluebowl_20020809_pull2L,hand pull bowl,2;
49,bluebowl_20020809_pull2R,./experiences/bluebowl_20020809_pull2R.avi,bluebowl_20020809_pull2R,hand pull bowl,2;
50,bluebowl_20020809_push1L,./experiences/bluebowl_20020809_push1L.avi,bluebowl_20020809_push1L,hand push bowl,2;
51,bluebowl_20020809_push1R,./experiences/bluebowl_20020809_push1R.avi,bluebowl_20020809_push1R,hand push bowl,2;
52,bluebowl_20020809_push2L,./experiences/bluebowl_20020809_push2L.avi,bluebowl_20020809_push2L,hand push bowl,2;
53,bluebowl_20020809_push2R,./experiences/bluebowl_20020809_push2R.avi,bluebowl_20020809_push2R,hand push bowl,2;
54,bluebowl_20020809_touch1L,./experiences/bluebowl_20020809_touch1L.avi,bluebowl_20020809_touch1L,hand touch bowl,2;
55,bluebowl_20020809_touch1R,./experiences/bluebowl_20020809_touch1R.avi,bluebowl_20020809_touch1R,hand touch bowl,2;
56,bluebowl_20020809_touch2L,./experiences/bluebowl_20020809_touch2L.avi,bluebowl_20020809_touch2L,hand touch bowl,2;
57,bluebowl_20020809_touch2R,./experiences/bluebowl_20020809_touch2R.avi,bluebowl_20020809_touch2R,hand touch bowl,2;
61,bluebowl_20020809_up2R,./experiences/bluebowl_20020809_up2R.avi,bluebowl_20020809_up2R,hand pickup bowl,2;
62,bluering_20020619_down1L,./experiences/bluering_20020619_down1L.avi,bluering_20020619_down1L,hand putdown ring,4;
63,bluering_20020619_down1R,./experiences/bluering_20020619_down1R.avi,bluering_20020619_down1R,hand putdown ring,4;
64,bluering_20020619_down2L,./experiences/bluering_20020619_down2L.avi,bluering_20020619_down2L,hand putdown ring,4;
65,bluering_20020619_down2R,./experiences/bluering_20020619_down2R.avi,bluering_20020619_down2R,hand putdown ring,4;
66,bluering_20020619_drop1R,./experiences/bluering_20020619_drop1R.avi,bluering_20020619_drop1R,hand drop ring,4;
67,bluering_20020619_drop2R,./experiences/bluering_20020619_drop2R.avi,bluering_20020619_drop2R,hand drop ring,4;
68,bluering_20020619_drop3R,./experiences/bluering_20020619_drop3R.avi,bluering_20020619_drop3R,hand drop ring,4;
69,bluering_20020619_drop4R,./experiences/bluering_20020619_drop4R.avi,bluering_20020619_drop4R,hand drop ring,4;
70,bluering_20020619_pull1L,./experiences/bluering_20020619_pull1L.avi,bluering_20020619_pull1L,hand pull ring,2;
71,bluering_20020619_pull1R,./experiences/bluering_20020619_pull1R.avi,bluering_20020619_pull1R,hand pull ring,2;
72,bluering_20020619_slidel1L,./experiences/bluering_20020619_slidel1L.avi,bluering_20020619_slidel1L,hand slide ring,2;
73,bluering_20020619_slidel1R,./experiences/bluering_20020619_slidel1R.avi,bluering_20020619_slidel1R,hand slide ring,2;
318,vase_20020809_push2L,./experiences/vase_20020809_push2L.avi,vase_20020809_push2L,hand push vase,2;
319,vase_20020809_push2R,./experiences/vase_20020809_push2R.avi,vase_20020809_push2R,hand push vase,2;
320,vase_20020809_touch1L,./experiences/vase_20020809_touch1L.avi,vase_20020809_touch1L,hand touch vase,2;
321,vase_20020809_touch1R,./experiences/vase_20020809_touch1R.avi,vase_20020809_touch1R,hand touch vase,2;
322,vase_20020809_touch2L,./experiences/vase_20020809_touch2L.avi,vase_20020809_touch2L,hand touch vase,2;
323,vase_20020809_touch2R,./experiences/vase_20020809_touch2R.avi,vase_20020809_touch2R,hand touch vase,2;
324,vase_20020809_up1L,./experiences/vase_20020809_up1L.avi,vase_20020809_up1L,hand pickup vase,2;
9,ball_20020619_down1L,./experiences/ball_20020619_down1L.avi,ball_20020619_down1L,hand putdown ball,2;
10,ball_20020619_down1R,./experiences/ball_20020619_down1R.avi,ball_20020619_down1R,hand putdown ball,4;
11,ball_20020619_down2R,./experiences/ball_20020619_down2R.avi,ball_20020619_down2R,hand putdown ball,4;
12,ball_20020619_down3R,./experiences/ball_20020619_down3R.avi,ball_20020619_down3R,hand putdown ball,4;
13,ball_20020619_touch1L,./experiences/ball_20020619_touch1L.avi,ball_20020619_touch1L,hand touch ball,2;
14,ball_20020619_touch1R,./experiences/ball_20020619_touch1R.avi,ball_20020619_touch1R,hand touch ball,2;
15,ball_20020619_touch2L,./experiences/ball_20020619_touch2L.avi,ball_20020619_touch2L,hand touch ball,2;
16,ball_20020619_touch3L,./experiences/ball_20020619_touch3L.avi,ball_20020619_touch3L,hand touch ball,2;
17,ball_20020619_up1L,./experiences/ball_20020619_up1L.avi,ball_20020619_up1L,hand pickup ball,2;
18,ball_20020619_up1R,./experiences/ball_20020619_up1R.avi,ball_20020619_up1R,hand pickup ball,2;
19,ball_20020619_up2L,./experiences/ball_20020619_up2L.avi,ball_20020619_up2L,hand pickup ball,2;
20,ball_20020619_up3L,./experiences/ball_20020619_up3L.avi,ball_20020619_up3L,hand pickup ball,2;
21,ball_20020809_down1R,./experiences/ball_20020809_down1R.avi,ball_20020809_down1R,hand putdown ball,2;
22,ball_20020809_down2R,./experiences/ball_20020809_down2R.avi,ball_20020809_down2R,hand putdown ball,2;
23,ball_20020809_drop1L,./experiences/ball_20020809_drop1L.avi,ball_20020809_drop1L,hand drop ball,2;
24,ball_20020809_drop1R,./experiences/ball_20020809_drop1R.avi,ball_20020809_drop1R,hand drop ball,2;
2,ani_ball_down1,./experiences/ball_down1.avi,ball_down1,hand putdown ball,5;animation
7,ani_cube_slide1,./experiences/cube_slide1.avi,cube_slide1,hand slide cube,5;animation
3,ani_ball_slide1,./experiences/ball_slide1.avi,ball_slide1,hand slide ball,5;animation
